,Day,PS_Q_DAY,PS_DS_DAY,PS_VS_DAY,TPS_Q1_DAY,TPS_DS_DAY,TPS_VS_DAY,TWAS_DAF_QIN_DAY,TWAS_DAF_Q2_DAY,TWAS_DAF_DS_DAY,TWAS_DAF_VS_DAY,TWAS_CENT_Q3_DAY,TWAS_CENT_DS_DAY,TWAS_CENT_VS_DAY,SONIC_TWAS_Q_DAY,SONIC_TWAS_DDCOD_WEEK,DIGESTED_SLUDGE_QOUT_DAY,DIGESTED_SLUDGE_DS_3_PER_WEEK,DIGESTED_SLUDGE_VS_3_PER_WEEK,BIOGAS_PRODUCTION_Q_DAY,CH4CONTENT_WEEKLY,DIG_SLUDGE_DEWATER_FEED,DIG_SLUDGE_DEWATER_FECL3_DAY,DIG_SLUDGE_DEWATER_PLYMER_CONSUMPTION_3_PER_WEEK,DIG_SLUDGE_DEWATER_DS_AFTER_DEWATER_3_PER_WEEK,CAKE
0,1,1197,,,199.5,,,242.5,,,,,,,,,414,,,5.064,,,5600,,32.1,
1,2,1197,,,199.5,,,165.5,,,,,,,,,392,,,5.293,,,2800,,32.1,
2,3,1197,0.18,60,199.5,2.01,89.13,241.5,,5.01,87.25,,,,,,428,2.09,77.85,5.609,,,4200,3.865907402452830,32.1,
3,4,1197,0.57,81.81,170,2.91,91.3,194,,5.48,82.17,,2.78,82.92,,,354,1.88,,4.47,,,5600,4.39970967984678,31.8,
4,5,1197,0.45,72.72,199.5,3.17,91.22,193.5,,5.36,84.78,,3.98,81.73,,,383,2.05,77.41,2.848,,,5600,4.5098339261432300,31.4,
5,6,1197,0.2,83.33,199.5,1.93,88.57,190.5,,5.27,83.33,,3.53,82.79,,,392,1.9,75.51,2.612,,,4200,4.659085852011050,31.1,
6,7,1197,,,199.5,,,229.5,,,,,,,,,454,,,3.444,,,1400,,31.9,
7,8,1197,,,175,,,196,,,,,,,,,364,,,3.784,,,2800,,32.4,
8,9,1197,0.83,78.57,199.5,0.89,83.36,356.5,,4.97,85.18,,4.23,83.17,,,537,1.89,73.52,4.108,,,4200,2.639917685545930,32.3,
9,10,1197,2.09,90.32,199.5,,,218.5,,4.58,85.33,,4.17,87.78,,,414,2.0950000000000000,77.975,3.641,,,5600,4.674007329488180,32.1,
10,11,1197,1.78,90.47,199.5,1.75,91.89,273.5,,2.85,89.53,,,,,,465,2.035,81.245,4.16,,,7000,6.000730433739000,31.8,
11,12,1197,2.11,88.23,199.5,2.32,89.47,171.5,,2.84,85.5,,,,,,384,1.9375,79.76000000000000,3.598,,,5600,9.603374029562500,30.7,
12,13,1197,1.77,83.54,199.5,1.85,92.5,71.5,,3.22,86.07,,,,,,236,,,2.815,62,,7000,20.316289601002100,32,
13,14,1197,,,199.5,,,291.5,,,,,,,,,516,,,2.428,,,2800,,31.6,
14,15,1197,,,199.5,,,235.5,,,,,,,,,428,,,2.96,,,7000,,31.4,
15,16,1197,1.47,89.28,199.5,3.7,87.5,384.5,,2.84,84.87,,,,,,606,1.895,76.88500000000000,3.448,,,2800,4.283429508634510,31.8,
16,17,1197,1.95,89.18,199.5,3.54,88.79,277.5,,4.92,85.26,,,,,,453,1.905,77.875,3.388,,,4200,3.425927894850000,32.2,
17,18,1197,2.2,89.74,199.5,2.22,90,275.5,,2.77,86.15,,,,,,460,1.89,76.8,3.913,,,5600,6.129216134548550,31.5,
18,19,1197,1.49,88.46,199.5,1.55,88.88,267.5,,2.62,85.71,,,,,,467,1.9850000000000000,79.185,4.097,,,4200,6.6739235996842500,31.5,
19,20,1197,2.18,87.87,199.5,3.74,86.86,259.5,,4.58,84.96,,,,,,414,1.97,75.465,4.068,,,7000,3.935532183017990,34.9,
20,21,1197,,,199.5,,,164.5,,,,,,,,,411,,,4.692,,,4200,,30.3,
21,22,1197,,,199.5,,,234.5,,,,,,,,,392,,,4.375,,,2800,,30.7,
22,23,1197,,,199.5,,,212.5,,,,,,,,,469,,,4.248,,,0,,,
23,24,1197,,,199.5,,,156.5,,,,,,,,,368,,,3.649,,,0,,,
24,25,1197,,,199.5,,,164.5,,,,,,,,,369,,,3.577,,,4200,,31.4,
25,26,1197,2.3,91.89,199.5,4.92,90,120.5,,3.73,85.29,,4.07,84.61,,,330,1.81,78.11500000000000,3.547,,,1400,10.406637568751100,31.5,
26,27,1197,1.63,90.9,199.5,1.7,89.65,319.5,,2.71,84.78,,4.44,83.33,,,510,1.835,76.38500000000000,4.503,63,,2800,5.402143980549300,31.4,
27,28,1197,,,199.5,,,108.5,,,,,,,,,307,,,3.253,,,2800,,32,
28,29,1197,,,199.5,,,181.5,,,,,,,,,375,,,4.162,,,4200,,31.3,
29,30,1197,1.11,90.9,66.5,3.39,90.47,249.5,,3.61,85.1,,3.97,84.41,,,316,1.8900000000000000,78.195,4.66,,,4200,5.193122371989090,30.2,
30,31,1197,0.65,92.3,133,4.42,91.51,289,,4.2,85.86,,,,,,425,1.895,76.805,3.946,,,4200,3.8535338233965300,30.4,
31,1,1197,0.44,91.66,133,3.7,91,208,,,,,4.8,84.84,,,322,2.2200000000000000,77.98000000000000,3.284,,,4200,5.181905402008120,30.7,
32,2,1197,0.16,80,66.5,3.77,90.47,233.5,,,,,4.08,84.33,,,322,1.8250000000000000,76.76000000000000,3.139,,,5600,3.7940742711168900,28.4,
33,3,1197,1.95,90,66.5,2.4,86,277.5,,,,,3.98,84.81,,,341,1.27,81.20000000000000,2.987,,,5600,3.74641239283545,29.9,
34,4,1197,,,133,,,230,,,,,,,,,346,,,3.176,,,0,,,
35,5,1197,,,133,,,341,,,,,,,,,375,,,2.984,,,1400,,30.2,
36,6,1197,0.49,92.3,66.5,1.35,92,242.5,,,,,4.43,85.71,,,410,1.76,80.76,3.798,,,5600,3.941513885238770,31.4,
37,7,1197,0.86,91.66,133,1.64,85.71,203,,,,,4.88,85.18,,,348,2.045,77.59,4.009,,,7000,4.544754015188930,31.8,
38,8,1197,,,133,,,260,,4.37,86.02,,,,,,388,1.98,77.06,3.791,,,4200,4.904430375905160,31.8,
39,9,1197,1.1,86.36,66.5,1.75,89.09,295.5,,3.53,85.51,,,,,,361,2.185,77.5,3.925,,,2800,5.342089599999470,31.9,
40,10,1197,2.31,89.58,66.5,2.58,87.67,209.5,,3.92,86.15,,,,,,282,2.11,73.68,3.22,,,4200,6.785365779922370,31.6,
41,11,1197,,,133,,,229,,,,,,,,,362,1.9,74.28,3.08,,,4200,,32,
42,12,1197,,,66.5,,,192.5,,,,,,,,,255,,,3.048,,,5600,,31.3,
43,13,1197,2.26,90.24,66.5,5.52,88.61,214.5,,,,,,,,,283,2.06,81.66,3.1,62,,7000,5.005514274001420,29.5,
44,14,1197,1.77,89.28,133,2.49,86.56,250,,4.63,86.31,,,,,,337,2.82,79.47,3.105,,,5600,4.814180382810750,29.6,
45,15,1197,2.3,86.66,66.5,3.12,89.47,260.5,,5.04,85.71,,,,,,336,1.96,79.48,3.951,,,7000,4.244290431331270,29.8,
46,16,1197,2.19,86.36,66.5,3.12,91.78,212.5,,,,,,,,,288,,,4.181,,,5600,4.313013771751900,29.8,
47,17,1197,1.84,87.17,133,3.26,87.03,223,,4.7,86.45,,,,,,351,2.115,76.55,3.219,,,4200,5.316681416948240,31.7,
48,18,1197,,,133,,,290,,,,,,,,,406,,,3.308,,,2800,,30.5,
49,19,1197,,,66.5,,,341.5,,,,,,,,,407,,,3.523,,,4200,,30.1,
50,20,1197,2.04,88.09,66.5,3.62,85.4,277.5,,4.4,85.71,,,,,,363,2.295,76.93,3.659,,,4200,4.563811460363180,32,
51,21,1197,1.78,89.47,133,3.57,88,238,,4.7,85.12,,,,,,363,2.1400000000000000,78.735,3.06,,,5600,4.9815964536952000,31.9,
52,22,1197,1.89,91.3,133,4.84,92.1,241,,,,,,,,,365,2.79,81.2,2.879,,,5600,3.503340747581700,31.9,
53,23,1197,1.51,90.32,66.5,3.87,92.4,318.5,,,,,,,,,387,2.335,78.285,3.123,,,7000,2.9653906250716800,,
54,24,1197,2.37,90.24,159.6,3.01,86.88,230.4,,5.21,83.83,,,,,,388,2.165,77.455,2.991,,,4200,4.6421926592685700,28,
55,25,1197,,,133,,,310,,,,,,,,,438,,,3.393,,,2800,,32.7,
56,26,1197,,,199.5,,,352.5,,,,,,,,,549,,,3.558,,,4200,,33,
57,27,1197,0.32,90,66.5,4.69,88.17,366.5,,5.58,84.25,,,,,,444,2.17,80.95,4.025,63,,4200,2.7248034507882100,,
58,28,1197,0.14,75,199.5,4.82,89.58,246.5,,,,,,,,,447,2.22,79.48,3.331,,,7000,4.008181054697290,,
59,29,1197,0.19,83.3,199.5,3.04,100,261.5,,5.25,84.6,,,,,,421,2.34,79.2,2.948,,,5600,4.058937480180970,,
60,1,1197,0.31,88.9,199.5,3.05,89.3,246.5,,5.19,86.3,,,,,,464,2.1950000000000000,79.45,3.31,,,5600,4.286501164856690,32.1,
61,2,1197,0.97,89.5,199.5,1.95,89.1,400.5,,5.94,86.5,,,,,,610,2.5,83.3,4.077,,,7000,2.305145070237090,32,
62,3,1197,,,199.5,,,241.5,,,,,,,,,441,,,4.129,,,4200,,34.9,
63,4,1197,,,199.5,,,239.5,,,,,,,,,435,,,3.765,,,4200,,34.7,
64,5,1197,0.774,93.8,199.5,0.812,90.9,278.5,,5.78,86,,,,,,473,2.01,64,3.339,,,5600,3.406702346195910,35.8,
65,6,1197,2.71,91.17,199.5,3.36,88.59,300.5,,5.74,88.88,,,,,,429,2.3500000000000000,78.515,3.675,,,4200,3.1792952325345900,34.9,
66,7,1197,1.4,88.6,199.5,1.44,88.9,394.5,,4.43,85.3,,,,,,590,2.4700000000000000,77.1,4.439,,,8400,3.1378811752694000,35,
67,8,1197,1.2,86.2,199.5,1.24,84.4,269.5,,2.44,82.1,,,,,,474,,,3.358,,,5600,8.339473475078220,,
68,9,1197,1.9,88.9,199.5,1.84,87.7,252.5,,4.8,84.8,,,,,,452,2.2,79.4,2.573,,,7000,4.524646012988400,34,
69,10,1197,,,199.5,,,302.5,,,,,,,,,500,,,2.91,,,5600,,32.3,
70,11,1197,,,199.5,,,480.5,,,,,,,,,668,,,3.022,,,2800,,32.1,
71,12,1197,2.16,90.2,199.5,2.13,90.9,289.5,,5.76,83.8,,,,,,691,1.7000000000000000,86.4,3.527,63,,2800,3.2886387975808,32.1,
72,13,1197,1.8,98.3,66.5,3.92,91.4,269.5,,6.12,87.1,,,,,,342,,,2.983,,,4200,3.324888117514850,31.3,
73,14,1197,,,133,,,236,,,,,,,,,355,2.33,84.8,3.501,,,5600,,31.7,
74,15,1197,1.97,91.5,133,4.14,88.8,187,,4.07,85.8,,,,,,285,1.88,80.3,2.95,,,5600,7.205285797661160,29.1,
75,16,1197,2.45,90.4,66.5,3.87,82.2,418.5,,3.31,84.7,,,,,,488,2.175,74.8,3.02,,,4200,3.9588019128465100,34.3,
76,17,1197,,,66.5,,,244.5,,,,,,,,,339,,,3.56,,,4200,,30.9,
77,18,1197,,,133,,,261,,,,,,,,,400,,,3,,,2800,,30.7,
78,19,1197,2.51,89.2,133,3.98,89.7,318,,4.03,85.9,,,,,,392,3.1,81.3,3.06,,,4200,4.279125870235760,31.7,
79,20,1197,2,90.3,66.5,3.44,89.9,294.5,,3.79,89.3,,,,,,424,2.4050000000000000,79,2.814,,,8400,4.913180488141820,30.6,
80,21,1197,1.53,91.2,133,3,91.2,238,,5.19,86.8,,,,,,371,2.105,80.85,3.418,,,4200,4.439590492173000,,
81,22,1197,1.51,85.3,133,3.08,86.8,208,,4.87,84.3,,,,,,341,2.235,72.85,4.873,,,4200,5.413709295275170,29.5,
82,23,1197,1.6,88.2,66.5,3.94,86.4,239.5,,4.24,84.2,,7.31,84.8,,,305,1.9850000000000000,81.20000000000000,4.489,63,,4200,5.400274715151390,29.9,
83,24,1197,,,66.5,,,226.5,,,,,,,,,289,,,4.128,,,4200,,33.8,
84,25,1197,,,66.5,,,251.5,,,,,,,,,237,,,4.395,,,4200,,33.4,
85,26,1197,0.41,81.8,199.5,1.28,96.2,217.5,,3.26,86.2,,,,,,416,2.43,75,4.436,,,2800,7.734110383953090,31.9,
86,27,1197,0.09,50,199.5,1.76,87.5,235.5,,3.82,85.6,,7.14,84.6,,,352,1.365,80.9,5.464,,,7000,6.095831491137200,32.5,
87,28,1197,2.19,88.5,199.5,2.57,86,253.5,,1.91,84,,4.45,83.5,,,458,3.165,82.05,5.137,,,5600,11.325982770515300,32.8,
88,29,1197,0.2,75,199.5,2.8,84.8,258.5,,4.35,83.3,,4.15,82.5,,,464,2.34,76.9,5.333,,,5600,4.876827824310840,28.8,
89,30,1197,0.84,84.2,199.5,2.04,85.7,175.5,,,,,4.77,83.5,,,355,1.97,78.8,5.042,,,4200,,29.2,
90,31,1197,,,199.5,,,294.5,,,,,,,,,490,,,5.006,,,4200,,32,
91,1,1197,,,199.5,,,311.5,,,,,,,,,520,,,4.757,,,5600,,28.5,
92,2,1197,1.48,88.6,199.5,0.5,91.7,247.5,,5.11,85,,3.86,83.5,,,429,2.205,78.15,4.93,,,4200,3.510644606535020,27.3,
93,3,1197,1.24,86.7,199.5,1.7,85.7,298.5,,3.52,86,,4.14,81.8,,,498,1.93,78.8,5.417,,,4200,4.225673823663770,30.2,
94,4,1197,,,199.5,,,400.5,,,,,,,,,563,,,5.18,,,5600,,32,
95,5,1197,2.4,86.1,199.5,3.15,89.7,354.5,,6.26,86.2,,,,,,441,2.57,77.8,4.915,,,2800,2.0007480274156600,29.7,
96,6,1197,,,199.5,,,328.5,,,,,,,,,523,,,4.269,,,4200,,32.5,
97,7,1197,,,199.5,,,181.5,,,,,,,,,372,,,5.159,,,4200,,34.6,
98,8,1197,,,199.5,,,190.5,,,,,,,,,400,,,4.77,,,2800,,0,
99,9,1197,,,199.5,,,193.5,,,,,,,,,385,,,4.939,,,4200,,28.3,
100,10,1197,2.08,85.4,199.5,3.98,87,198.5,,4.2,83.8,,,,,,386,1.93,77.8,5.294,,,5600,5.325656711047140,28.4,
101,11,1197,1.88,87.1,199.5,0.46,85.7,240.5,,4.58,83.3,,,,,,430,1.86,75.9,5.686,,,5600,4.030903594222370,28,
102,12,1197,1.54,84,199.5,3.05,86,210.5,,4.41,82.7,,,,,,391,,,4.954,,,5600,4.782910789018700,27.7,
103,13,1197,2.5,87.8,199.5,3.7,87.3,185.5,,3.86,83.5,,,,,,345,,,5.291,63,,4200,6.20085750597042,31.1,
104,14,1197,,,199.5,,,155.5,,,,,,,,,328,,,5.687,,,5600,,31.7,
105,15,1197,,,199.5,,,197.5,,,,,,,,,322,,,5.203,,,4200,,32,
106,16,1197,2.07,86.7,199.5,2.19,86.5,143.5,,4.28,84.1,,,,,,403,2.27,71.4,4.95,,,5600,7.229151063206230,31.6,
107,17,1197,2.9,86.7,133,3.13,87.2,127,,5.77,84.1,,,,,,242,,,4.045,,,7000,6.059034648398590,32.8,
108,18,1197,1.24,95.2,133,3,90.9,167,,5.95,83.7,,,,,,290,2.13,77.8,3.144,,,8400,4.468374176017710,33.1,
109,19,1197,2.02,88.8,66.5,2.57,90,137.5,,3.77,82.9,,,,,,199,1.9,76.1,3.586,,,7000,8.565227875572700,34.3,
110,20,1197,3.03,85.1,66.5,3.14,85.7,150.5,,5.85,83.3,,,,,,219,,,4.305,,,4200,5.043018996507370,31.8,
111,21,1197,,,133,,,128,,,,,,,,,217,,,4.065,,,2800,,32.8,
112,22,1197,,,133,,,132,,,,,,,,,246,,,3.889,,,4200,,34.2,
113,23,1197,0.13,66.7,66.5,2.32,87.2,161.5,,4.89,83.5,,,,,,213,2.09,77.1,3.16,,,4200,5.6221390719671800,31.2,
114,24,1197,0.05,0,133,3.74,86.5,164,,7.12,82.6,,,,,,301,1.97,76.6,3.328,,,7000,3.8024116196218100,31.3,
115,25,1197,0.08,50,133,3.24,84.3,138,,4.92,81.8,,,,,,274,1.99,76,4.5,,,5600,6.539413220219160,32.6,
116,26,1197,0.08,50,133,2.78,83.7,134,,5.71,81.9,,,,,,256,2.24,71.9,3.843,,,4200,5.8028596073921100,31.5,
117,27,1197,0.35,83.3,133,4.53,83.9,221,,3.98,81.4,,,,,,330,2.11,76.1,3.114,63,,4200,5.047863753154920,31.5,
118,28,1197,,,66.5,,,201.5,,,,,,,,,251,,,3.525,,,4200,,32.5,
119,29,1197,,,133,,,230,,,,,,,,,255,,,3.67,,,7000,,31.5,
120,30,1197,1.41,83.9,66.5,1.41,86.2,213.5,,0.21,80,,,,,,261,1.87,74.4,3.218,,,4200,99.02977584476410,34.3,
121,1,1197,,,133,,,219,,,,,,,,,340,,,2.632,,,7000,,28,
122,2,1197,,,66,,,281,,,,,,,,,340,2.165,78.7,2.854,,,7000,,30.5,
123,3,1197,1.89,86.9,133,1.75,87.8,352,,5.27,81.5,,,,,,489,2.005,76.13,3.344,,,7000,2.23106222907288,33.1,
124,4,1197,0.95,83.3,133,1.07,95.5,291,,3.01,80.3,,,,,,423,2.36,74.2,3.602,,,4200,4.725039875580090,33.7,
125,5,1197,,,66,,,286,,,,,,,,,182,,,3.212,,,,,,
126,6,1197,,,133,,,249,,,,,,,,,424,,,3.171,,,2800,,32,
127,7,1197,1.76,87.9,133,4.3,88.4,300,,3.82,81.3,,,,,,448,2.25,78.9,3.296,,,4200,3.611439509091930,31.8,
128,8,1197,1.47,85.7,199.5,2.47,75.3,271.5,,2.83,66.7,,3.6,76.1,,,450,2.44,82.1,4.103,,,8400,5.386525164371940,31.3,
129,9,1197,1.64,81,199.5,3.32,85.1,266.5,,4.32,80.3,,3.48,78.9,,,478,2.18,73.5,4.645,,,7000,3.594876726269330,31.5,
130,10,1197,2.31,87.5,199.5,3.41,86.1,265.5,,3.22,80.4,,3.21,81.1,,,445,2.19,75.9,4.837,,,7000,4.841105704014870,32.4,
131,11,1197,2.1,86.7,199.5,3.89,86.8,361.5,,3.35,81.2,,4.37,80,,,478,2.165,73.7,4.21,64,,7000,3.4175262091363600,34.6,
132,12,1197,,,199.5,,,278.5,,,,,,,,,458,,,4.94,,,2800,,32.5,
133,13,1197,,,199.5,,,276.5,,,,,,,,,477,,,4.047,,,4200,,32,
134,14,1197,1.42,88,199.5,3.07,88,257.5,,3.82,81,,3.51,80.3,,,487,2.205,75.95,4.287,,,5600,4.20750234068963,33.8,
135,15,1197,2.12,87.5,199.5,5.45,87.9,145.5,,4.28,82.9,,3.4,81.4,,,344,2.38,75.4,4.206,,,5600,6.645967301633680,,
136,16,1197,2.8,89.4,199.5,5.38,89,194.5,,4.91,82.5,,3.5,81.5,,,400,2.4700000000000000,77.95000000000000,3.604,,,5600,4.333750100701420,30.1,
137,17,1197,1.8,91.7,199.5,4.99,89.5,257.5,,5.2,82.6,,4.27,81.7,,,448,2.225,74.35,4.467,,,7000,3.090895950275840,30.5,
138,18,1197,1.88,83.9,199.5,5.85,87.5,229.5,,4.47,80.9,,3.91,80.6,,,428,2.08,74.30000000000000,5.275,,,5600,4.034360931915360,31.4,
139,19,1197,,,199.5,,,230.5,,,,,,,,,430,,,5.272,,,4200,,27.4,
140,20,1197,,,199.5,,,199.5,,,,,,,,,392,,,5.001,,,4200,,31.5,
141,21,1197,0.12,50,199.5,2.95,87.2,198.5,,2.57,80.9,,3.83,81.3,,,395,2.3900000000000000,70.65,5.034,,,2800,8.112810431189870,32.5,
142,22,1197,0.13,66.7,199.5,2.09,85.7,192.5,,4.68,79.4,,3.59,78.4,,,343,2.315,71.4,4.946,,,8400,4.59397233590782,33.3,
143,23,1197,0.16,66.7,199.5,2.69,86.2,180.5,,6.9,79.5,,4.38,79.1,,,330,2.29,72.65,3.925,,,7000,3.3230636937808500,33.3,
144,24,1197,0.43,75,199.5,4.43,86.4,188.5,,5.7,78,,2.67,70.7,,,394,2.1800000000000000,73.6,3.982,,,7000,3.8519332471677200,32.2,
145,25,1197,0.16,75,199.5,3.61,84.6,182.5,,4.5,80.3,,3.11,78.4,,,393,2.5300000000000000,75.2,3.993,64,,7000,5.03952472136299,31.8,
146,26,1197,,,199.5,,,187.5,,,,,,,,,378,,,3.993,,,2800,,32.1,
147,27,1197,,,170,,,167,,,,,,,,,333,,,3.91,,,2800,,32.6,
148,28,1197,,,160,3.9,80.8,143,,,,,3.71,77.6,,,298,2.3,71.4,3.392,,,4200,,30,
149,29,1197,0.71,85.7,199.5,,,221.5,,2.53,76.7,,3.13,77.8,,,421,2.04,72.55000000000000,3.065,,,5600,7.38534369046718,27.6,
150,30,1197,0.94,88.5,199.5,3.72,81.3,239.5,,3.22,77.6,,,,,,511,2.146666666666670,75.26666666666670,3.4,,,7000,5.36665371363653,35.7,
151,31,1197,0.15,66.6,199.5,1.39,85.7,177.5,,3.61,77.5,,,,,,377,,,3.038,,,5600,6.4589125315740400,,
152,1,1197,1.71,85.7,199.5,1.75,82.5,152.5,,3.88,76.2,,,,,,349,1.96,72.1,2.815,,,7000,6.867218748239540,31.6,
153,2,1197,,,199.5,,,206.5,,,,,,,,,403,,,2.377,,,4200,,31.2,
154,3,1197,,,199.5,,,273.5,,,,,,,,,474,,,3.47,,,2800,,32.7,
155,4,1197,2.07,88.6,199.5,3.59,85.7,346.5,,4.17,77.7,,3.27,77.4,,,535,1.9650000000000000,73.65,3.858,,,2800,2.812180270213840,30.8,
156,5,1197,1,87,199.5,3.69,85.3,401.5,,3.86,77.7,,3.57,78.8,,,583,2.06,73.9,3.694,,,5600,2.6218605961667900,31.4,
157,6,1197,1.8,87.8,199.5,4.71,85.8,321.5,,4.68,78.6,,3.21,77.2,,,503,,,3.716,,,7000,2.7005711298090800,30.7,
158,7,1197,1,86.4,133,2.89,83.3,242,,4.11,76.9,,4.1,76.2,,,331,,,3.855,,,5600,4.0853123135804000,31.8,
159,8,1197,1.99,86.8,133,4.35,85.1,292,,5.27,77.3,,3.08,76.1,,,479,,,3.29,,,4200,2.6405170994602000,36.1,
160,9,1197,,,66.5,,,212.5,,,,,,,,,236,,,3.039,,,1400,,31.2,
161,10,1197,,,133,,,258,,,,,,,,,406,,,2.275,,,4200,,32.4,
162,11,1197,0.04,100,66.5,4.19,87.8,197.5,,4.13,79.4,,,,,,280,2.12,76.1,2.505,65,,4200,4.9815592403020000,33.9,
163,12,1197,0.75,76.9,133,5.22,86.9,91,,3.64,80.5,,,,,,343,2.04,70,2.434,,,5600,12.267036992311700,31.3,
164,13,1197,1.92,84.8,133,4.35,86.1,178,,4.58,81,,,,,,313,,,1.956,,,7000,4.984217326595030,,
165,14,1197,0.15,66.7,133,2.62,83.8,202,,4.66,80.3,,3.99,80,,,330,1.89,68,2.687,,,9800,4.316633380076210,,
166,15,1197,1.8,86.7,199.5,3.33,85.5,106.5,,5.15,79.2,,1.85,78.3,,,306,,,2.748,,,7000,7.408420316939390,,
167,16,1197,,,199.5,,,150.5,,,,,,,,,350,,,2.458,,,1400,,30,
168,17,1197,,,199.5,,,264.5,,,,,,,,,431,,,2.636,,,4200,,29.2,
169,18,1197,0.14,50,199.5,2.55,85.7,221.5,,4.74,80.2,,5.66,78.9,,,451,1.69,71.4,2.976,,,2800,3.8701729989554700,29.4,
170,19,1197,1.7,97.1,199.5,4.64,87.2,268.5,,6.79,86.9,,3.05,78.8,,,461,2.3500000000000000,74.30000000000000,2.523,,,7000,2.2287860795031200,30.3,
171,20,1197,0.26,66.7,199.5,5.62,86.5,348.5,,3.59,80,,3.12,78.7,,,530,1.92,75,3.049,,,4200,3.247769656133400,29.9,
172,21,1197,0.2,100,199.5,5.59,86.5,322.5,,3.77,80.3,,3.01,79.1,,,534,,,3.261,,,4200,3.342037985181530,31.3,
173,22,1197,0.08,100,199.5,6.02,87.4,279.5,,3.09,81.8,,,,,,485,,,3.237,65,,5600,4.704810755838080,32.7,
174,23,1197,,,199.5,,,293.5,,,,,,,,,475,,,3.514,,,2800,,29.9,
175,24,1197,,,199.5,,,296.5,,,,,,,,,508,,,3.419,,,4200,,30,
176,25,1197,3.05,82.4,199.5,2.69,83.8,301.5,,,,,,,,,455,,,3.08,,,4200,,,
177,26,1197,0.85,86.7,199.5,1.04,45.5,259.5,,,,,,,,,492,2.1,77.4,3.639,,,5600,,34,
178,27,1197,0.86,85.7,199.5,1.3,87.5,286.5,,,,,,,,,471,1.96,74.15,3.267,,,5600,,,
179,28,1197,2.19,84.1,199.5,2.84,81.8,220.5,,,,,,,,,433,2.68,76.5,3.183,,,5600,,,
180,29,1197,2.84,83.8,133,3.06,85,332,,,,,,,,,460,1.545,74.1,2.92,,,7000,,,
181,30,1197,,,199.5,,,381.5,,,,,,,,,584,,,2.359,,,5600,,33.9,
182,1,1197,,,199.5,,,351.5,,,,,,,,,548,,,3.161,,,7000,,31.7,
183,2,1197,,,199.5,,,308.5,,,,,,,,,509,,,2.71,,,7000,,30.9,
184,3,1197,0.57,77.8,199.5,1.08,82.1,313.5,,3.76,80.6,,,,,,520,1.69,70.6,2.473,,,5600,3.1443649368007300,31.5,
185,4,1197,2.62,87.8,199.5,3.6,85.2,343.5,,6,81.7,,,,,,546,2.15,73.3,2.72,,,4200,1.7983753580316500,32,
186,5,1197,2.42,83.7,199.5,3.2,83.6,305.5,,3.26,79.8,,,,,,304,1.85,87.70000000000000,3.341,,,4200,3.7215985188750500,30.4,
187,6,1197,2.56,83.8,199.5,4.53,87.9,300.5,,3.1,81,,,,,,485,1.97,73.85,4.486,,,4200,3.978800507652010,30.8,
188,7,1197,,,199.5,,,299.5,,,,,,,,,492,,,4.057,,,1400,,33.1,
189,8,1197,,,199.5,,,332.5,,,,,,,,,537,,,3.59,,,,,33.5,
190,9,1197,2.46,87.5,199.5,3..7,86.5,275.5,,4.7,81.6,,4.93,79.5,,,463,2.28,77.8,3.607,,,7000,2.862456356259970,31.1,
191,10,1197,0.88,92.6,199.5,5.74,86.8,288.5,,4.45,81.8,,4.25,82.7,,,494,1.76,75,3.246,,,7000,2.887038040934880,32.2,
192,11,1197,0.62,92.3,199.5,3.56,89,242.5,,1.78,74.4,,4.99,79.9,,,444,2.0950000000000000,73.2,4.183,,,5600,8.586705925873340,32.3,
193,12,1197,2.05,82.8,199.5,3.24,86,236.5,,1.41,89.7,,3.94,81.3,,,434,1.8200000000000000,74,4.538,,,5600,11.114964427760700,30.5,
194,13,1197,0.71,83.3,199.5,2.78,85,275.5,,4.77,80.2,,5.5,80.3,,,475,1.875,73.65,3.704,65,,7000,2.8204496592079400,31.3,
195,14,1197,,,199.5,,,255.5,,,,,,,,,456,,,3.29,,,4200,,29.7,
196,15,1197,,,199.5,,,280.5,,,,,,,,,480,,,3.121,,,5600,,30.2,
197,16,1197,0.12,66.6,199.5,2.48,87.5,230.5,,4.04,80.8,,6.03,80.9,,,430,1.9550000000000000,74.25,3.263,,,4200,3.98021049043537,31.2,
198,17,1197,0.39,83,199.5,2.41,85.4,199.5,,4.42,80,,5.77,80.4,,,400,1.81,75.05000000000000,3.232,,,7000,4.203326883842210,32,
199,18,1197,0.2,80,199.5,3.29,84.9,203.5,,3.67,80.5,,4.26,78.5,,,403,1.75,70.6,3.084,,,8400,4.962812381288250,31.4,
200,19,1197,0.16,66.7,199.5,2.41,81,256.5,,4.2,81,,3.86,81.9,,,449,1.74,75,2.959,,,7000,3.4405008938115900,30.9,
201,20,1197,0.18,33.3,199.5,3.36,81.4,282.5,,2.91,80.9,,3.54,78.8,,,506,2.21,71.8,3.729,,,7000,4.50865384898364,30.6,
202,21,1197,,,199.5,,,259.5,,,,,,,,,448,,,3.91,,,4200,,32.4,
203,22,1197,,,199.5,,,299.5,,,,,,,,,487,,,3.988,,,4200,,32.1,
204,23,1197,0.11,66.7,199.5,2.99,87.9,266.5,,1.97,94.1,,3.73,82.1,,,475,2.03,75.8,3.68,,,4200,7.059840597524260,29.3,
205,24,1197,,,199.5,,,93.5,,,,,,,,,291,,,4.438,,,4200,,31.4,
